,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource
382,IE00BKWQ0D84,SPDR MSCI EUROP CONSUM STAPLES UCITS ETF,STSX.MI,MSCI EUROPE CONSUMER STAPLES,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0D84
383,IE00BKWQ0F09,SPDR MSCI EUROP ENERGY UCITS ETF,STNX.MI,MSCI EUROPE ENERGY 35/20 CAPPED,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0F09
384,IE00BKWQ0G16,SPDR MSCI EUROP FINANCIALS UCITS ETF,STZX.MI,MSCI EUROPE FINANCIALS,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0G16
385,IE00BKWQ0H23,SPDR MSCI EUROP HEALTH CARE UCITS ETF,STWX.MI,MSCI EUROPE HEALTH CARE,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0H23
386,IE00BKWQ0J47,SPDR MSCI EUROP INDUSTRIALS UCITS ETF,STQX.MI,MSCI EUROPE INDUSTRIAL,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0J47
387,IE00BKWQ0L68,SPDR MSCI EUROP MATERIALS UCITS ETF,STPX.MI,MSCI EUROPE MATERIALS,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0L68
388,IE00BKWQ0M75,SPDR MSCI EUROP SMALL CAP UCITS ETF,SMCX.MI,MSCI EUROPE SMALL CAP NTR,0.003,AZIONARIO STYLE (SVILUPPATI),SPDR,ETF,IE00BKWQ0M75
389,IE00BKWQ0K51,SPDR MSCI EUROP TECHNOLOGY UCITS ETF,STKX.MI,MSCI EUROPE INFORMATION TECHNOLOGY,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0K51
390,IE00BKWQ0N82,SPDR MSCI EUROP TELECOMMUNICAT UCITS ETF,STTX.MI,MSCI EUROPE TELECOMMUNICATION SERVICES,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0N82
391,IE00BKWQ0Q14,SPDR MSCI EUROP UCITS ETF,EROX.MI,MSCI TRN EUROPE INDEX,0.0025,AZIONARIO EUROPA - AREA,SPDR,ETF,IE00BKWQ0Q14
392,IE00BKWQ0P07,SPDR MSCI EUROP UTILITIES UCITS ETF,STUX.MI,MSCI EUROPE UTILITIES,0.003,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BKWQ0P07
393,IE00BJ38QD84,SPDR RUSSELL 2000 US SMALL CAP UCITS ETF,R2US.MI,RUSSELL 2000 TRN INDEX,0.003,AZIONARIO NORD AMERICA,SPDR,ETF,IE00BJ38QD84
394,IE00BFTWP510,SPDR EURO STOXX LOW VOLATILITY UCITS ETF,ELOW.MI,EURO STOXX LOW RISK WEIGHTED 100 TRN,0.003,AZIONARIO EUROPA - AREA,SPDR,ETF,IE00BFTWP510
395,LU1048314949,UBS BL BA US LIQ COR 1-5Y UCITS ETF A-DI,CBUS5.MI,BLOOMBERG BARCLAYS US LIQUIDCORPORATES 1-5 YEAR TR,0.0018,OBBLIGAZIONARIO CORPORATE - NON EURO,UBS ETF,ETF,LU1048314949
397,IE00BQQ3Q067,WISDOMTREE EMER MKT EQ INC UCITS ETF DIS,DEM.MI,WISDOMTREE EMERGING MARKETS HIGH DIVIDEND INDEX,0.0046,AZIONARIO EMERGENTI - MONDO,WISDOMTREE,ETF,IE00BQQ3Q067
398,IE00BQZJBM26,WISDOMTREE EMERG SMALLCAP DIV UCITS ETF,DGSE.MI,WISDOMTREE EMERGING MARKETS SMALLCAP DIVIDEND,0.0054,AZIONARIO STYLE (EMERGENTI),WISDOMTREE,ETF,IE00BQZJBM26
399,IE00BQZJBX31,WISDOMTREE EUROPE EQ INCOM UCITS ETF DIS,EEI.MI,WISDOMTREE EUROPE EQUITY INCOME INDEX,0.0029,AZIONARIO EUROPA - AREA,WISDOMTREE,ETF,IE00BQZJBX31
400,IE00BQZJC527,WISDOMTREE EU SMALLCAP DIV UCITS ETF DIS,DFE.MI,WISDOMTREE EUROPE SMALLCAP DIVIDEND INDEX,0.0038,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BQZJC527
401,IE00BQZJBQ63,WISDOMTREE US EQUITY INCOM UCITS ETF DIS,DHS.MI,WISDOMTREE US EQUITY INCOME INDEX,0.0029,AZIONARIO NORD AMERICA,WISDOMTREE,ETF,IE00BQZJBQ63
402,IE00BQZJBT94,WISDOMTREE US SMALLCAP DIVID UCITS ETF,DESE.MI,WISDOMTREE US SMALLCAP DIVIDEND INDEX,0.0038,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BQZJBT94
403,IE00BP3QZ601,ISHARES EDG MSCI WL QU FAC UCITS ETF ACC,IWQU.MI,MSCI WORLD SECTOR NEUTRAL QUALITY INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZ601
404,IE00BP3QZ825,ISHARES EDG MSCI WL MO FAC UCITS ETF ACC,IWMO.MI,MSCI WORLD MOMENTUM INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZ825
405,IE00BP3QZB59,ISHARES ED MSCI WL VAL FAC UCITS ETF ACC,IWVL.MI,MSCI WORLD ENHANCED VALUE INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZB59
406,IE00BP3QZD73,ISHARES ED MSCI WL SIZ FAC UCITS ETF ACC,IWSZ.MI,MSCI WORLD MID-CAP EQUALLY WEIGHTED INDEX,0.003,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BP3QZD73
407,IE00BQN1K562,ISHARES EDG MSCI EU QU FAC UCITS ETF ACC,IEQU.MI,MSCI EUROPE SECTOR NEUTRAL QUALITY INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1K562
408,IE00BQN1K786,ISHARES EDG MSCI EU MO FAC UCITS ETF ACC,IEMO.MI,MSCI EUROPE MOMENTUM INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1K786
409,IE00BQN1K901,ISHARES EDG MSCI E VAL FAC UCITS ETF ACC,IEVL.MI,MSCI EUROPE ENHANCED VALUE INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1K901
410,IE00BQN1KC32,ISHARES EDG MSCI EU SI FAC UCITS ETF ACC,IESZ.MI,MSCI EUROPE MID-CAP EQUAL WEIGHTED INDEX,0.0025,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BQN1KC32
411,IE00B8FHGS14,ISHARES EDG MSCI WD MIN VO UCITS ETF ACC,MVOL.MI,MSCI WORLD MINIMUM VOLATILITY TRN,0.003,AZIONARIO MONDO,ISHARES,ETF,IE00B8FHGS14
412,IE00B6SPMN59,ISHARES EDG S&P 500 MIN VO UCITS ETF ACC,MVUS.MI,S&P 500 MINIMUM VOLATILITY TRN,0.002,AZIONARIO NORD AMERICA,ISHARES,ETF,IE00B6SPMN59
413,IE00B8KGV557,ISHARES EDG MSCI EM MIN VO UCITS ETF ACC,EMV.MI,MSCI EMERGING MARKETS MINIMUM VOLATILITY TRN,0.004,AZIONARIO EMERGENTI - MONDO,ISHARES,ETF,IE00B8KGV557
414,IE00B86MWN23,ISHARES EDG MSCI EU MIN VO UCITS ETF ACC,MVEU.MI,MSCI EUROPE MINIMUM VOLATILITY TRN,0.0025,AZIONARIO EUROPA - AREA,ISHARES,ETF,IE00B86MWN23
416,IE00BJZ2DC62,XTRACKERS RUSSELL MIDCAP UCITS ETF,XRSM.MI,RUSSELL MIDCAP TRN,0.0035,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BJZ2DC62
417,IE00BM67HW99,XTRACKERS S&P 500 EUR HED UCITS ETF,XDPE.MI,S&P 500 EURO HEDGED TRN,0.003,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BM67HW99
418,IE00BJZ2DD79,XTRACKERS RUSSELL 2000 UCITS ETF,XRS2.MI,RUSSELL 2000 TRN INDEX,0.0045,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BJZ2DD79
419,IE00B53H0131,UBS CMCI COMPOSIT SF UCITS ETF USD A-ACC,CCUSAS.MI,UBS BLOOMBERG CMCI COMPOSITE TR,0.0036,COMMODITIES,UBS ETF,ETF,IE00B53H0131
420,IE00B7N3YW49,PIMCO SHT-TERM HIGHYIELD UCITS ETF (USD),STHY.MI,BOFA MERRILL L 0-5 YEAR US HIGH YIELD CONSTRAINED,0.0055,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,INVESCO,ETF,IE00B7N3YW49
421,IE00BNH72088,SPDR THOM REUT GL CONVERT BOND UCITS ETF,CONV.MI,THOMSON REUTERS QUALIFIED GLOBAL CONVERTIBLE TRN,0.005,OBBLIGAZIONARIO CORPORATE - MONDO,SPDR,ETF,IE00BNH72088
422,LU1048315243,UBS BL BA US LIQ COR 1-5Y UCITS ETF EU H,CBUS5E.MI,BLOOMBERG BARCLAYSUSLIQUIDCORPORATES15YHEDGEDEURTR,0.0023,OBBLIGAZIONARIO CORPORATE - NON EURO,UBS ETF,ETF,LU1048315243
423,LU1109939865,XTR II EU HI YLD CORP 1-3 SWAP UCITS ETF,XHY1.MI,MARKIT IBOXX EUR LIQUID HIGH YIELD 1-3 TR,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,LU1109939865
424,LU1109942653,XTRACK II EUR HI YLD CORP BOND UCITS ETF,XHYG.MI,MARKIT IBOXX EUR LIQUID HIGH YIELD TR,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,LU1109942653
425,IE00BWTN6Y99,INVESCO S&P500 HIGH DIV L VOL UCITS ETF,HDLV.MI,S&P 500 LOW VOLATILITY HIGH DIVIDEND TR,0.003,AZIONARIO STYLE (SVILUPPATI),INVESCO,ETF,IE00BWTN6Y99
426,IE00BVXC4854,WISDOMTREE JPN EQUITY UCITS ETF USD HEDG,DXJ.MI,WISDOMTREE JAPAN HEDGED EQUITY TRN,0.0048,AZIONARIO PACIFICO,WISDOMTREE,ETF,IE00BVXC4854
427,IE00BVXBH163,WISDOMTREE EUR EQUITY UCITS ETF USD HEDG,HEDJ.MI,WISDOMTREE EUROPE HEDGED EQUITY TRN,0.0058,AZIONARIO EUROPA - AREA,WISDOMTREE,ETF,IE00BVXBH163
428,IE00BX8ZXS68,INVESCO S&P 500 VEQTOR UCITS ETF,SPVX.MI,S&P 500 DYNAMIC VEQTOR TRN,0.0039,FLESSIBILE,INVESCO,ETF,IE00BX8ZXS68
429,LU1215415214,LYXOR IBOXX EUR LIQ HY BB UCITS ETF ACC,HYBB.MI,MARKIT IBOXX EUR HY CORPORAT BB TOP 50 MID PRI TCA,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,LYXOR,ETF,LU1215415214
430,LU1233598447,LYXOR FED FUNDS USD CASH UCITS ETF ACC,FEDF.MI,SOLACTIVE FED FUNDS EFFECTIVE RATE TR,0.001,LIQUIDITA',LYXOR,ETF,LU1233598447
431,IE00B52XQP83,ISHARES MSCI SOUTH AFRICA UCITS ETF ACC,SRSA.MI,MSCI SOUTH AFRICA TRN,0.0065,AZIONARIO EMERGENTI - AFRICA/MEDIO ORIENTE,ISHARES,ETF,IE00B52XQP83
432,IE00BSKRK281,ISHARES EU CORPOR BBB-BB UCITS ETF DIST,IEBB.MI,MARKIT IBOXX EUR CORP BBB-BB (5% ISSUER CAP) TRN,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,ISHARES,ETF,IE00BSKRK281
433,IE00B74DQ490,ISHARES GLO HIGH YLD CORP UCITS ETF DIST,HYLD.MI,MARKIT IBOXX GLOBAL DEV LIQ HIGH YIELD CAPPED TRN,0.005,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,ISHARES,ETF,IE00B74DQ490
434,IE00B9M6RS56,ISHARES JPMOR $ EM BOND EU HED UCITS ETF,EMBE.MI,JP MORGAN EMBI GLOBAL CORE INDEX EUR HEDGED TRN,0.005,TITOLI DI STATO - EMERGENTI,ISHARES,ETF,IE00B9M6RS56
435,LU1215461085,UBS BL BA MSCI US LIQ COR SUS UCITS ETF,CBSUS.MI,BLOOMBERG BARCLAYS MSCI US LIQUIDCORPORATESSUST TR,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,UBS ETF,ETF,LU1215461085
436,LU1079841273,OSSIAM SH BARCLAYS CAPE US SECTOR VAL TR,CAPU.MI,SHILLER BARCLAYS CAPE US SECTOR VALUE TRN,0.0065,AZIONARIO STYLE (SVILUPPATI),OSSIAM,ETF,LU1079841273
437,LU1094612022,XTRACKERS II HARVEST CHIN GOVT UCITS ETF,CGB.MI,CSI GILT-EDGED MEDIUM TERM TREASURY NOTE INDEX,0.0055,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,LU1094612022
438,IE00BJ0KDQ92,XTRACKERS MSCI WORLD UCITS ETF,XDWD.MI,MSCI TRN WORLD INDEX,0.0019,AZIONARIO MONDO,XTRACKERS,ETF,IE00BJ0KDQ92
439,IE00BL25JN58,XTRACKERS MSCI WORLD MINIM VOL UCITS ETF,XDEB.MI,DB EQUITY LOW BETA FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JN58
440,IE00BL25JP72,XTRACKERS MSCI WORLD MOMENTUM UCITS ETF,XDEM.MI,DB EQUITY MOMENTUM FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JP72
441,IE00BL25JL35,XTRACKERS MSCI WORLD QUALITY UCITS ETF,XDEQ.MI,DB EQUITY QUALITY FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JL35
442,IE00BL25JM42,XTRACKERS MSCI WORLD VALUE UCITS ETF,XDEV.MI,DB EQUITY VALUE FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JM42
451,LU1285959703,LYXOR USD LIQ IG CORPORAT UCITS ETF DIST,USIG.MI,MARKIT IBOXX USD LIQUID INV GRADE 150 MID PRICETCA,0.0015,OBBLIGAZIONARIO CORPORATE - NON EURO,LYXOR,ETF,LU1285959703
452,IE00BYPGT035,WISDOMTREE EMER ASIA EQ INCOME UCITS ETF,DEMA.MI,WISDOMTREE EMERGING ASIA EQUITY INCOME INDEX,0.0054,AZIONARIO EMERGENTI - ASIA,WISDOMTREE,ETF,IE00BYPGT035
453,IE00BYQCZC44,WISDOMTREE GERMANY EQ UCITS ETF EUR ACC,DXGY.MI,WISDOMTREE GERMANY EQUITY INDEX,0.0032,AZIONARIO EUROPA - AREA,WISDOMTREE,ETF,IE00BYQCZC44
455,IE00BYQCZJ13,WISDOMTREE JAP EQ UCITS ETF EUR HED ACC,DXJF.MI,WISDOMTREE JAPAN EUR HEDGED EQUITY INDEX,0.0045,AZIONARIO PACIFICO,WISDOMTREE,ETF,IE00BYQCZJ13
456,IE00BYQCZN58,WISDOMTREE JAPAN EQ UCITS ETF JPY ACC,DXJZ.MI,WISDOMTREE JAPAN EQUITY INDEX,0.004,AZIONARIO PACIFICO,WISDOMTREE,ETF,IE00BYQCZN58
457,IE00BYPLS672,L&G CYBER SECURITY UCITS ETF,ISPY.MI,ISE CYBER SECURITY UCITS TRN,0.0075,AZIONARIO TEMATICI,LEGAL & GENERAL,ETF,IE00BYPLS672
458,LU0908501132,LYXOR CORE EUROSTX 300 DR UCITS ETF DIST,MFDD.MI,EURO STOXX TRN,0.0007,AZIONARIO EUROPA - AREA,LYXOR,ETF,LU0908501132
459,LU0908500753,LYXOR CORE STX EUR 600 DR UCITS ETF ACC,MEUD.MI,STOXX EUROPE 600 TRN,0.0007,AZIONARIO EUROPA - AREA,LYXOR,ETF,LU0908500753
460,DE0005933923,ISHARES MDAX UCITS ETF (DE),EXS3.MI,MDAX,0.0051,AZIONARIO EUROPA - SINGOLI PAESI,ISHARES,ETF,DE0005933923
461,FR0012805687,AMUNDI ETF MSCI EUROPE BUYBACK UCITS ETF,BBEU.MI,MSCI EUROPE EQUAL WEIGHTED BUYBACK YIELD,0.003,AZIONARIO STYLE (SVILUPPATI),AMUNDI,ETF,FR0012805687
465,FR0011720911,LYXOR FORTSG MSCI CHI A DR UCITS ETF ACC,CNAA.MI,MSCI CHINA A ONSHORE TRN,0.0085,AZIONARIO EMERGENTI - ASIA,LYXOR,ETF,FR0011720911
466,IE00BZ4BMM98,INVESCO EUSTX HIGH DIV LOW VOL UCITS ETF,EUHD.MI,EURO ISTOXX HIGH DIVIDEND LOW VOLATILITY 50 TRN,0.003,AZIONARIO STYLE (SVILUPPATI),INVESCO,ETF,IE00BZ4BMM98
467,LU1324516050,UBS BL BA USD EM MKT SOV UCITS ETF A-DIS,SBEM.MI,BLOOMBERG BARCLAYS EME MK USD SOV AGE 3 COU CAP TR,0.0042,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,LU1324516050
468,LU1324510525,UBS BL BAR US 1-3Y TREA UCITS ETF EU HED,UST1F.MI,BLOOMBERG BARCLAYS US 1-3 YEAR TREAS BOND HED TR,0.0017,TITOLI DI STATO - NON EURO,UBS ETF,ETF,LU1324510525
470,IE00BRB36B93,XTRACKERS JPX-NIKK 400 EUR HED UCITS ETF,XDNE.MI,JPX-NIKKEI 400 EUR HEDGED,0.003,AZIONARIO PACIFICO,XTRACKERS,ETF,IE00BRB36B93
471,IE00BZ036H21,XTRACKERS USD CORPORATE BOND UCITS ETF,XDGU.MI,BARCLAYS USD LIQUID INVESTMENT GRADE CORPORATE,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,XTRACKERS,ETF,IE00BZ036H21
472,LU0659579733,XTRACK MSCI WORLD EUR HED SWAP UCITS ETF,XWEH.MI,MSCI WORLD EURO HEDGED TRN,0.0052,AZIONARIO MONDO,XTRACKERS,ETF,LU0659579733
479,IE00BWBXM278,SPDR S&P US CONS DISCR SEL SEC UCITS ETF,SXLY.MI,S&P CONSUMER DISCRETIONARY SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM278
480,IE00BWBXM385,SPDR S&P US CONS STAPL SEL SEC UCITS ETF,SXLP.MI,S&P CONSUMER STAPLES SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM385
481,IE00BWBXM492,SPDR S&P US ENERGY SEL SECTOR UCITS ETF,SXLE.MI,S&P ENERGY SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM492
482,IE00BWBXM500,SPDR S&P US FINANCIALS SEL SEC UCITS ETF,SXLF.MI,S&P FINANCIALS SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM500
483,IE00BWBXM617,SPDR S&P US HEALT CARE SEL SEC UCITS ETF,SXLV.MI,S&P HEALTH CARE SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM617
484,IE00BWBXM724,SPDR S&P US INDUSTRIAL SEL SEC UCITS ETF,SXLI.MI,S&P INDUSTRIALS SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM724
485,IE00BWBXM831,SPDR S&P US MATERIALS SEL SECT UCITS ETF,SXLB.MI,S&P MATERIALS SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM831
486,IE00BWBXM948,SPDR S&P US TECHNOLOGY SEL SEC UCITS ETF,SXLK.MI,S&P TECHNOLOGY SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXM948
487,IE00BWBXMB69,SPDR S&P US UTILITIES SEL SECT UCITS ETF,SXLU.MI,S&P UTILITIES SELECT SECTOR TRN,0.0015,AZIONARIO SETTORIALI (SVILUPPATI),SPDR,ETF,IE00BWBXMB69
489,LU1287024076,LYXOR BOT MTS EX-BANKIT DR UCITS ETF ACC,BOT6M.MI,FTSE MTS EX-BANK OF ITALY BOT MIDP,0.0015,TITOLI DI STATO - ITALIA,LYXOR,ETF,LU1287024076
490,LU1287022708,LYXOR PAN AFRICA UCITS ETF - ACC,LAFRI.MI,SGI PAN AFRICA PRICE INDEX NTR,0.0085,AZIONARIO EMERGENTI - AFRICA/MEDIO ORIENTE,LYXOR,ETF,LU1287022708
491,IE00BRK94N63,INVESCO RBIS EQUAL RISK EQ EUR UCITS ETF,REQR.MI,R RISK-BASED EUROPEAN,0.0048,AZIONARIO EUROPA - AREA,INVESCO,ETF,IE00BRK94N63
492,IE00BMW3NY56,INVESCO GS EQUITY FAC EUROPE UCITS ETF,EFIE.MI,GOLDMAN SACHS EQUITY FACTOR INDEX EUROPE TRN,0.0045,AZIONARIO EUROPA - AREA,INVESCO,ETF,IE00BMW3NY56
493,IE00BM67HK77,XTRACKERS MSCI WORLD HEAL CARE UCITS ETF,XDWH.MI,MSCI WORLD HEALTH CARE NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HK77
494,IE00BM67HL84,XTRACKERS MSCI WORLD FINANCIAL UCITS ETF,XDWF.MI,MSCI WORLD FINANCIALS NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HL84
495,IE00BM67HM91,XTRACKERS MSCI WORLD ENERGY UCITS ETF,XDW0.MI,MSCI WORLD ENERGY NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HM91
496,IE00BM67HN09,XTRACKERS MSCI WORLD CONS STAP UCITS ETF,XDWS.MI,MSCI WORLD CONSUMER STAPLES NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HN09
497,IE00BM67HP23,XTRACKERS MSCI WORLD CONS DIS UCITS ETF,XDWC.MI,MSCI WORLD CONSUMER DISCRETIONARY NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HP23
498,IE00BM67HQ30,XTRACKERS MSCI WORLD UTILITIES UCITS ETF,XDWU.MI,MSCI WORLD UTILITIES NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HQ30
499,IE00BM67HR47,XTRACKERS MSCI WORLD TELECOM UCITS ETF,XWTS.MI,MSCI WORLD TELECOMMUNICATION SERVICES NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HR47
500,IE00BM67HS53,XTRACKERS MSCI WORLD MATERIALS UCITS ETF,XDWM.MI,MSCI WORLD MATERIALS NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HS53
501,IE00BM67HT60,XTRACKERS MSCI WORLD INFOR TEC UCITS ETF,XDWT.MI,MSCI WORLD INFORMATION TECHNOLOGY NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HT60
502,IE00BM67HV82,XTRACKERS MSCI WORLD INDUSTR UCITS ETF,XDWI.MI,MSCI WORLD INDUSTRIALS NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HV82
503,IE00BSVYHQ11,L&G LOIM GLOBAL GOVT BOND FUND UCITS ETF,CORE.MI,LOIM FUNDAMENTAL GLOBAL GOVERNMENT TR,0.0025,TITOLI DI STATO - MONDO,LEGAL & GENERAL,ETF,IE00BSVYHQ11
504,IE00BSVYHV63,L&G LOIM GLOBAL CORP BOND FUND UCITS ETF,CRED.MI,LOIM FUNDAMENTAL GLOBAL CORPORATE TR,0.0035,OBBLIGAZIONARIO CORPORATE - MONDO,LEGAL & GENERAL,ETF,IE00BSVYHV63
505,IE00BSVYHT42,L&G LOIM EURO CORP BOND FUND UCITS ETF,FWEC.MI,LOIM FUNDAMENTAL EURO CORPORATE TR,0.003,OBBLIGAZIONARIO CORPORATE - EURO,LEGAL & GENERAL,ETF,IE00BSVYHT42
506,IE00BSVYHP04,L&G LOIM EM LOCAL GOVT FUND UCITS ETF,LOCL.MI,LOIM FUNDAMENTAL EM LOCAL CURRENCY TR,0.0055,TITOLI DI STATO - EMERGENTI,LEGAL & GENERAL,ETF,IE00BSVYHP04
507,IE00BZ0PKT83,ISHARES EDGE MSCI WLD MULT UCITS ETF ACC,IFSW.MI,MSCI WORLD DIVERSIFIED MULTIPLE FACTOR,0.005,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BZ0PKT83
508,IE00BZ0PKV06,ISHARES EDG MSCI EUR MULT UCITS ETF ACC,IFSE.MI,MSCI EUROPE DIVERSIFIED MULTIPLE FACTOR,0.0045,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BZ0PKV06
509,IE00BZ0PKS76,ISHARES EDG MSCI USA MULT UCITS ETF ACC,IFSU.MI,MSCI USA DIVERSIFIED MULTIPLE FACTOR,0.0035,AZIONARIO STYLE (SVILUPPATI),ISHARES,ETF,IE00BZ0PKS76
510,LU1324516308,UBS BL BAR USD EM SOV UCITS ETF EU HEDG,SBEME.MI,BLOOMBERG BARCLAYS EM MK USD S AG 3 CO CA EU HG TR,0.0047,TITOLI DI STATO - EMERGENTI,UBS ETF,ETF,LU1324516308
511,IE00BYMLZY74,WISDOMTREE ENHANC COMM USD ACC UCITS ETF,WCOA.MI,OPTIMISED ROLL COMMODITY TOTAL RETURN INDEX,0.0035,COMMODITIES,WISDOMTREE,ETF,IE00BYMLZY74
512,IE00BYYXBF44,INVESCO FTSE EM HI DIX LOW VOL UCITS ETF,EMHD.MI,FTSE EMERGING HIGH DIVIDEND LOW VOLATILITY TRN,0.0049,AZIONARIO STYLE (EMERGENTI),INVESCO,ETF,IE00BYYXBF44
513,IE00BZ56RG20,WISDOMTREE US QUAL DIV GROW UCITS ETF,DGRA.MI,WISDOMTREE US QUALITY DIVIDEND GROWTH INDEX,0.0033,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BZ56RG20
514,IE00BZ56SW52,WISDOMTREE GLOB QUAL DIV GROW UCITS ETF,GGRA.MI,WISDOMTREE GLOBAL DEVELOPED QUALITY DIVIDEND GROWT,0.0038,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BZ56SW52
515,LU1361702365,FULLGOAL FTSE CHN ONSH SOV&POL BNK 1-10Y,RMB1.MI,FTSE CHINA ONSHORE SOVER POL BANK BOND 1-10 Y TR,0.0055,OBBLIGAZIONARIO MISTO,FULLGOAL,ETF,LU1361702365
516,LU1285960032,LYXOR USD LIQ IG COR EU HE UCITS ETF DIS,USIH.MI,MARKIT IBOXX USD LIQ INV GR 150 MID PRICETCA EURHE,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,LYXOR,ETF,LU1285960032
517,IE00BZ56TQ67,WISDOMTREE EURO QUAL DIV GROW UCITS ETF,EGRA.MI,WISDOMTREE EUROZONE QUALITY DIVIDEND GROWTH INDEX,0.0029,AZIONARIO STYLE (SVILUPPATI),WISDOMTREE,ETF,IE00BZ56TQ67
